"","token","count","frequency","general_frequency","relative_frequency"
"3951","christ",286,0.00170215805073145,0.00138422517620068,1.22968291575466
"14370","minister",151,0.000898691837973599,0.000737195917120144,1.2190678449283
"8985","friend",152,0.000904643439549583,0.000746379558216771,1.21204208983286
"3971","christians",101,0.000601111759174394,0.000496751495681184,1.21008545399567
"15722","original",169,0.00100582066634131,0.000832371833939732,1.20837902645098
"2811","brief",104,0.000618966563902346,0.000513031586716114,1.20648821618239
"7838","essay",311,0.00185094809013105,0.00153492037783169,1.20589192564229
"960","answers",234,0.00139267476878028,0.00115755621640666,1.20311631438816
"5613","curious",107,0.000636821368630298,0.000529311677751043,1.20311225955952
"16069","parliament",612,0.00364238016450227,0.00304896884408014,1.19462688888222
"11900","journal",167,0.000993917463189344,0.000832371833939732,1.19407868294269
"21931","tragedy",113,0.000672530978086203,0.000564376489210891,1.19163535502078
"13202","love",171,0.00101772386949328,0.000856583251376294,1.1881202064809
"9579","gospel",156,0.000928449845853519,0.000783531560834943,1.1849552618712
"18493","remarks",258,0.0015355132066039,0.00129698058578272,1.18391379442062
"23478","william",778,0.00463034602611563,0.00391181366893141,1.18368266435873
"3791","charles",264,0.0015712228160598,0.00133538490309589,1.17660669400797
"4021","church",632,0.00376141219602195,0.00320300355156447,1.17433906502686
"19808","session",440,0.002618704693433,0.00224832231574694,1.16473722432587
"8260","faith",111,0.000660627774934235,0.000567298556832546,1.16451516926605
"3760","character",106,0.000630869767054314,0.000542669701164319,1.16252992511054
"12841","life",535,0.00318410684315149,0.00274716100258645,1.15905359756988
"13150","lord",870,0.00517789337110616,0.00446825883174067,1.15881679331657
"12733","letter",874,0.0052016997774101,0.00452002117246711,1.15081314421607
"7595","england",569,0.00338646129673495,0.00294753135378558,1.14891442711395
"1632","author",158,0.000940353049005487,0.000819431248758121,1.14756796306051
"1425","assembled",104,0.000618966563902346,0.000540999948237659,1.14411575438901
"19783","sermon",689,0.00410065348585304,0.0035970652422561,1.13999975248742
"10800","houses",124,0.000737998595422028,0.000649951326702188,1.13546748056749
"14373","ministers",101,0.000601111759174394,0.000532233745372697,1.12941309039596
"14108","memorial",137,0.000815369415909821,0.000725925084865193,1.12321427225681
"16256","peace",154,0.000916546642701551,0.000818596372294792,1.11965637000342
"19786","sermons",205,0.00122007832307674,0.00109619279635192,1.1130143594604
"13113","london",573,0.00341026770303889,0.00307192794682171,1.11013922268823
"10687","honourable",946,0.00563021509088096,0.00507479658234971,1.10944645751182
"7158","earl",283,0.0016843032460035,0.00151905772502843,1.10878159417673
"17747","psalms",168,0.000999869064765328,0.000902501456859429,1.10788637200069
"7995","excellency",130,0.000773708204877933,0.000699209038038641,1.10654777439415
"3772","charge",103,0.000613014962326362,0.000556445162809259,1.10166284711957
"21591","third",155,0.000922498244277535,0.00083821596918304,1.10054959365262
"22023","treatise",201,0.0011962719167728,0.00109034866110862,1.09714622436138
"17185","prayer",158,0.000940353049005487,0.000857418127839624,1.09672634444391
"9326","george",495,0.00294604278011213,0.0026883022119217,1.09587484883487
"5253","council",414,0.00246396305245742,0.00225667108038024,1.09185741505681
"19249","samuel",127,0.00075585340014998,0.000692530026332004,1.09143773036582
"7997","excellent",117,0.000696337384390139,0.000640767685605561,1.08672362859881
"17939","queen",128,0.000761805001725964,0.000702965982123625,1.08370109094695
"16878","poems",176,0.0010474818773732,0.000967204382767482,1.08299951492778
"7273","edinburgh",260,0.00154741640975587,0.00143014338168381,1.08200088856404
"4918","considerations",109,0.000648724571782267,0.000602363368292394,1.07696550940888
"21967","translated",120,0.000714192189118092,0.000663309350115463,1.07671057100849
"17706","province",185,0.00110104629155706,0.0010239759822739,1.07526573925299
"11742","james",536,0.00319005844472748,0.00299344955926872,1.06567970549228
"10567","history",731,0.00435062075204438,0.00408964235562064,1.06381447904975
"16362","people",213,0.00126769113568461,0.00120556161304812,1.05153575061121
"23656","world",130,0.000773708204877933,0.000739283108278468,1.04656551220226
"16752","plain",105,0.00062491816547833,0.000600693615365734,1.04032763041413
"5277","country",178,0.00105938508052517,0.00102439342050557,1.03415841933301
"550","alexander",202,0.00120222351834879,0.00116507010457663,1.03188942332845
"20294","sold",326,0.00194022211377082,0.00188181154834519,1.03103954031794
"14504","modern",122,0.00072609539227006,0.000706722926208609,1.02741168475371
"14970","nature",206,0.00122602992465272,0.00120806624243811,1.01486978245362
"16452","persons",187,0.00111294949470903,0.00110454156098522,1.0076121478999
"15117","newengland",111,0.000660627774934235,0.000656212900177161,1.00672780854488
"172","account",645,0.00383878301650974,0.00385128512534,0.99675378258857
"19476","scotland",244,0.00145219078454012,0.00146437331668033,0.991680719662505
"4194","clergy",107,0.000636821368630298,0.000650368764933853,0.979169669525977
"18433","reign",184,0.00109509468998107,0.00111956933732516,0.978139230391432
"16958","poor",169,0.00100582066634131,0.00103274218513887,0.973932004342465
"12533","laws",198,0.00117841711204485,0.00121391037768141,0.97076121409856
"10351","henry",186,0.00110699789313304,0.00114294587829839,0.968547955027525
"4409","collection",339,0.00201759293425861,0.00209053066417762,0.965110423315553
"2834","britain",258,0.0015355132066039,0.00159461404495977,0.96293721446724
"4098","city",349,0.00207710895001845,0.00215815565770733,0.962446310394971
"11759","january",180,0.00107128828367714,0.00111998677555682,0.956518690271613
"5124","copy",119,0.000708240587542108,0.000740535422973463,0.956389884360046
"13519","majestys",428,0.00254728547452119,0.00266868261503345,0.954510461518206
"13163","lords",738,0.00439228196307626,0.00462980742739497,0.948696469984206
"11891","joseph",109,0.000648724571782267,0.000684598699930371,0.947598311022569
"16150","passed",186,0.00110699789313304,0.00116840961042994,0.947439907418851
"13518","majesty",343,0.00204139934056255,0.00215523359008568,0.947182407490872
"19991","short",227,0.00135101355774839,0.00143557007869546,0.941098994607143
"5830","david",184,0.00109509468998107,0.00117550606036825,0.931594252808885
"228","acts",224,0.00133315875302044,0.00143181313461047,0.931098284262581
"7600","english",387,0.00230326980990585,0.00249335855773421,0.923761968675253
"4982","containing",211,0.00125578793253264,0.00136502301754409,0.919975646119154
"14101","memoirs",121,0.000720143790694076,0.000784783875529938,0.917633265856523
"14154","merchant",158,0.000940353049005487,0.00102731548812722,0.915349821815433
"2332","bill",321,0.0019104641058909,0.00208886091125096,0.914596130168748
"19189","sale",110,0.000654676173358251,0.000722168140780209,0.906542585291783
"3893","children",142,0.000845127423789742,0.000933391886002628,0.905436865761829
"21904","trade",122,0.00072609539227006,0.000804820910649851,0.902182563427403
"14559","monday",130,0.000773708204877933,0.000858670442534618,0.901053729757025
"12945","list",176,0.0010474818773732,0.00116465266634496,0.899394220819948
"1428","assembly",240,0.00142838437823618,0.00159252685380144,0.896929539885972
"7118","duties",117,0.000696337384390139,0.000783114122603278,0.889190175852441
"3527","catalogue",350,0.00208306055159443,0.0023581085706748,0.883360748312935
"15500","october",118,0.000702288985966123,0.000795637269553224,0.882674822863038
"21683","thursday",130,0.000773708204877933,0.000877455162959537,0.881763806903045
"4599","commons",230,0.00136886836247634,0.00156288873935324,0.875857844521174
"247","added",118,0.000702288985966123,0.000803986034186521,0.873508936851999
"19039","royal",228,0.00135696515932437,0.0015716549422182,0.863398907020381
"23202","wednesday",126,0.000749901798573996,0.000875785410032877,0.856262036319884
"11548","intituled",126,0.000749901798573996,0.000877455162959537,0.854632612844489
"17494","proclamation",152,0.000904643439549583,0.00105945823196542,0.853873623570196
"22179","tuesday",110,0.000654676173358251,0.000769338660958338,0.850959670404115
"9624","government",114,0.000678482579662187,0.000817761495831462,0.829682716929999
"15355","november",130,0.000773708204877933,0.000937148830087612,0.825598005394298
"21719","time",144,0.00085703062694171,0.00105361409672211,0.813419856101026
"4630","companion",102,0.000607063360750378,0.000750971378765084,0.808370835315519
"20940","subjects",147,0.000874885431669662,0.00109034866110862,0.802390522294144
"12737","letters",239,0.0014224327766602,0.00177411248457566,0.801771471102874
"3223","called",182,0.00108319148682911,0.00137963335565236,0.785129963980115
"17192","preached",248,0.00147599719084406,0.00191353685395172,0.771345055516394
"15000","near",109,0.000648724571782267,0.000849069363206326,0.76404190269273
"17782","published",139,0.00082727261906179,0.00108533940232864,0.762224809388514
"10793","house",413,0.00245801145088143,0.00330068409777405,0.744697577250452
"8892","france",119,0.000708240587542108,0.000952176606427547,0.743812211685542
"625","almanack",156,0.000928449845853519,0.00125022750383626,0.742624716705255
"5291","county",531,0.00316030043684756,0.00432841702413294,0.730128455559483
"16039","parish",233,0.00138672316720429,0.00190727528047675,0.727070277373734
"5309","court",317,0.00188665769958696,0.00263779218589025,0.715241219410244
"5929","december",110,0.000654676173358251,0.000918781547894358,0.712548238325663
"21881","town",154,0.000916546642701551,0.0013257838237676,0.691324351881832
"13664","march",152,0.000904643439549583,0.00130866885626934,0.691269938316158
"8963","french",160,0.000952256252157456,0.00139090418790732,0.684631091369545
"17483","proceedings",126,0.000749901798573996,0.00113417967543343,0.661184303348957
"11976","june",110,0.000654676173358251,0.000990998361972379,0.660622861227795
"4576","common",215,0.00127959433883658,0.0020646494938144,0.619763472042199
"15449","observations",172,0.00102367547106926,0.00165389027385618,0.618950052038509
"1171","april",111,0.000660627774934235,0.00108951378464529,0.606351001928182
"12394","lands",125,0.000743950196998012,0.00124480080682461,0.59764597911514
"2859","british",119,0.000708240587542108,0.00118802920731819,0.596147454270809
"5920","deceased",114,0.000678482579662187,0.00115713877817499,0.586345036964599
"20271","society",158,0.000940353049005487,0.00174405693189579,0.539175660959258
"4563","commissioners",164,0.000976062658461392,0.00201205227662463,0.485108001318341
"262","address",141,0.000839175822213758,0.00180249828432887,0.465562619121278
