"","token","count","frequency","general_frequency","relative_frequency"
"2247","brought",116,0.000658320375015607,0.000238357230280635,2.76190646384218
"6990","funer",182,0.0010328819676969,0.000380286229046688,2.71606460819304
"7432","gracious",236,0.00133934145261796,0.000504265383851152,2.65602497317822
"3791","considerd",113,0.000641294848075548,0.000256724512473889,2.49798837631748
"12556","parliament",1368,0.00776364028466681,0.00311033226413488,2.49608068378708
"13717","proclam",469,0.00266165737829586,0.00106780699659871,2.49263901320561
"12119","offer",234,0.00132799110132459,0.000533068621836027,2.49121979221107
"9528","knight",167,0.000947754332996606,0.000384043173131672,2.46783278366379
"914","archbishop",101,0.000573192740315313,0.000232513095037327,2.46520627246088
"17518","true",625,0.00354698477917892,0.00148357547533691,2.39083540955232
"9138","jamess",117,0.000663995550662293,0.000280101053447121,2.37055713461515
"6375","famous",131,0.000743448009715901,0.000314748426675305,2.36203884343112
"2736","cathedr",113,0.000641294848075548,0.000272169727045489,2.35623136723198
"14386","reform",177,0.00100450608946347,0.000430378816846471,2.33400448661442
"5032","dissent",173,0.000981805386876724,0.000421195175749844,2.33099865194049
"7426","grace",358,0.00203171288151368,0.000872028465947894,2.32986990775033
"7172","gent",117,0.000663995550662293,0.000289284694543748,2.29530135256387
"5804","england",1215,0.00689533841072381,0.00306650124981007,2.24860120671756
"6120","exact",109,0.000618594145488803,0.000277178985825467,2.23174979750563
"13655","princ",231,0.00131096557438453,0.000588170468415789,2.22888710804464
"9473","kingdom",397,0.00225304473173445,0.00101604465587227,2.21746624886306
"16961","thanksgiv",121,0.000686696253249038,0.000310991482590321,2.20808701103125
"3661","concern",705,0.00400099883091382,0.00183589334286206,2.17931986434271
"3794","consist",149,0.000845601171356253,0.000391139623069974,2.161890847875
"2342","burgess",120,0.000681021077602352,0.000315583303138635,2.15797563061561
"9606","lament",149,0.000845601171356253,0.000394479128923293,2.1435891264115
"1892","bless",112,0.000635619672428862,0.000300138088567035,2.1177574477919
"261","advic",262,0.0014868960194318,0.000707975240903603,2.10020906597531
"12698","paul",184,0.00104423231899027,0.000497586372144514,2.09859509312887
"15417","secur",126,0.000715072131482469,0.000343969102891845,2.07888477619256
"16777","take",104,0.000590218267255372,0.0002851103122271,2.07014001929626
"5348","duke",356,0.00202036253022031,0.000977640338559103,2.0665703434435
"14271","reason",485,0.00275246018864284,0.00133914184718087,2.05539106588092
"4398","danger",128,0.000726422482775842,0.00035899687923178,2.0234785448005
"16161","spiritu",253,0.00143581943861162,0.000712984499683582,2.01381578316055
"2173","brief",185,0.00104990749463696,0.000526807048361054,1.99296402336172
"16128","speech",533,0.00302486861968378,0.00152782392789339,1.97985419946562
"18578","wherea",115,0.00065264519936892,0.000337707529416872,1.93257520937084
"5329","dublin",336,0.00190685901728659,0.000987241417887395,1.93150224730956
"15290","scotland",504,0.00286028852592988,0.00148441035180024,1.92688532686465
"1830","bishop",343,0.00194658524681339,0.00101896672349392,1.91035212625861
"4970","discours",484,0.00274678501299615,0.00146854769899698,1.87040912247672
"18580","wherein",111,0.000629944496782175,0.000338124967648537,1.86305229443148
"5648","elegi",118,0.000669670726308979,0.000361501508621769,1.85247007367164
"3302","clergi",215,0.00122016276403755,0.000662891911883799,1.84066624160506
"15565","sermon",1516,0.00860356628037638,0.00469743242092468,1.83154657894637
"18169","vindic",298,0.00169120234271251,0.000936731391855947,1.8054293444375
"15048","sale",239,0.00135636697955802,0.000757232952240057,1.79121494322928
"13816","propos",402,0.00228142060996788,0.00129447595639273,1.76242795294972
"3625","compleat",167,0.000947754332996606,0.000541417386469324,1.75050590668518
"3147","church",1115,0.00632782084605519,0.0037135305088906,1.70399053701207
"4537","declar",139,0.000788849414889391,0.000464191313611325,1.69940580910979
"10546","man",105,0.000595893442902058,0.000356909688073456,1.66959167210787
"17617","twenti",120,0.000681021077602352,0.000409089467031563,1.66472405790347
"10824","mayor",133,0.000754798361009273,0.000455007672514698,1.65886952375488
"3214","citizen",167,0.000947754332996606,0.000585248400794134,1.61940525033572
"14746","right",100,0.000567517564668626,0.000352735305756807,1.60890490803294
"7339","god",102,0.000578867915961999,0.000361084070390104,1.60313889044346
"6720","follow",326,0.00185010726081972,0.00115672133994333,1.5994407615151
"10574","manner",203,0.00115206065627731,0.000722585579011874,1.59435877180491
"6911","french",391,0.00221899367785433,0.00139257394083397,1.59344765314611
"7814","happi",136,0.000771823887949332,0.000485063225194568,1.5911820312491
"13932","publick",211,0.0011974620614508,0.000756815514008392,1.58223773071005
"13499","prayer",311,0.00176497962611943,0.00111581239324017,1.58178887133003
"4826","dialogu",165,0.000936403981703234,0.000593597165427432,1.57750750212723
"259","advertis",133,0.000754798361009273,0.000479636528182925,1.57368823402334
"5084","divin",294,0.00166850164012576,0.00107490344653702,1.55223396622378
"8911","instant",116,0.000658320375015607,0.000424117243371498,1.5522131799743
"10497","majesti",1452,0.00824035503898846,0.00531315381263035,1.5509347799041
"11573","name",167,0.000947754332996606,0.00061321676231568,1.54554537846881
"18869","written",237,0.00134501662826464,0.000878290039422867,1.53140371391263
"13853","protest",206,0.00116908618321737,0.000763911963946695,1.53039386525297
"3789","consider",314,0.00178200515305949,0.00116548754280829,1.52897829243689
"1024","articl",195,0.00110665925110382,0.000730516905413506,1.51489889269216
"14383","reflect",159,0.000902352927823116,0.000595684356585756,1.51481723138588
"9781","learn",129,0.000732097658422528,0.000483810910499573,1.51318964193383
"18543","westminst",237,0.00134501662826464,0.000889560871677818,1.51200066357211
"14472","relat",500,0.00283758782334313,0.00188014179541853,1.50924139352557
"13623","prevent",194,0.00110098407545714,0.000739700546510133,1.48841863190654
"15157","saturday",118,0.000669670726308979,0.000455425110746363,1.4704299576532
"17567","tune",127,0.000720747307129156,0.000491742236901206,1.46570144486889
"707","anno",165,0.000936403981703234,0.000646611820848869,1.44817021822139
"18365","wale",109,0.000618594145488803,0.000427874187456482,1.44573840540853
"6415","father",151,0.000856951522649626,0.000594432041890761,1.44163077064932
"113","accord",120,0.000681021077602352,0.000472540078244622,1.44119220560548
"9692","latin",135,0.000766148712302646,0.000532651183604362,1.43836855316503
"4492","death",428,0.00242897517678172,0.00169062483824269,1.43673221984986
"15691","shew",124,0.000703721780189097,0.000490489922206211,1.43473239373354
"5773","encourag",118,0.000669670726308979,0.000467113381232979,1.43363635728297
"8271","holi",249,0.00141311873602488,0.00098765885611906,1.43077615035786
"6334","faith",239,0.00135636697955802,0.000955098674049201,1.42013282649385
"6017","estat",358,0.00203171288151368,0.00143306544930547,1.41773907290721
"4580","defenc",183,0.00103855714334359,0.000733856411266825,1.41520483762044
"8402","hous",984,0.00558437283633928,0.0039523051774029,1.41294069806847
"11602","nation",230,0.00130529039873784,0.00092754775075932,1.40724873481639
"70","abstract",126,0.000715072131482469,0.000510944395557789,1.39951066632571
"6745","forc",114,0.000646970023722234,0.000464191313611325,1.39375728229148
"6783","form",144,0.000817225293122822,0.000587335591952459,1.39141115287454
"8024","henri",281,0.00159472435671884,0.00115212951939502,1.38415371698508
"16160","spirit",110,0.000624269321135489,0.000451250728429714,1.38342008512175
"5449","earl",379,0.00215089157009409,0.00155871435703659,1.37991387606344
"734","answer",638,0.00362076206258584,0.00262610391540364,1.378758106771
"10114","live",143,0.000811550117476136,0.000592344850732437,1.370063598042
"6133","excel",345,0.00195793559810676,0.00144642347271874,1.35363925920434
"17320","trade",241,0.00136771733085139,0.00101562721764061,1.34667258527073
"18822","word",150,0.00085127634700294,0.000636593303288912,1.33723735798803
"9472","king",736,0.00417692927596109,0.00314539707559472,1.32794975501506
"11965","novemb",222,0.00125988899356435,0.000950924291732552,1.32490988453863
"3095","christian",612,0.00347320749577199,0.00263069573595195,1.32026195515734
"9353","justic",178,0.00101018126511016,0.000772260728579992,1.30808317414721
"15559","serious",118,0.000669670726308979,0.000513449024947778,1.30425941772329
"12720","peac",189,0.0010726081972237,0.000828197451623083,1.29511168516835
"2914","charact",171,0.000970455035583351,0.000750136502301754,1.29370458923884
"10686","marriag",100,0.000567517564668626,0.000439979896174763,1.28987158186701
"6860","franc",241,0.00136771733085139,0.00106405005251373,1.28538815220231
"10252","love",221,0.00125421381791766,0.000977640338559103,1.28289900533993
"14660","reverend",325,0.00184443208517304,0.00144308396686542,1.2781183406669
"11166","minist",284,0.0016117498836589,0.00127026453895617,1.26883010131365
"5807","english",559,0.00317242318649762,0.00250128988413584,1.26831488290037
"14548","repli",101,0.000573192740315313,0.000456677425441357,1.2551370144065
"14176","rais",126,0.000715072131482469,0.000569803186222535,1.25494582826569
"13684","privat",102,0.000578867915961999,0.000461686684221336,1.25381115753489
"15003","sacrament",130,0.000737772834069214,0.000588587906647453,1.25346244076183
"13135","plain",144,0.000817225293122822,0.000652455956092177,1.25253710306749
"6127","examin",142,0.00080587494182945,0.000643689753227215,1.25196173745053
"18828","world",168,0.000953429508643293,0.000772260728579992,1.2345953553749
"15530","septemb",115,0.00065264519936892,0.000530146554214373,1.23106562549686
"14485","religion",262,0.0014868960194318,0.00121891963646139,1.21984745749799
"2718","catech",123,0.000698046604542411,0.000572725253844189,1.2188158281079
"5564","edward",157,0.000891002576529744,0.00073427384949849,1.21344724061506
"1078","assembl",479,0.00271840913476272,0.0022428956187353,1.21200875870254
"13314","poor",223,0.00126556416921104,0.00104693508501547,1.20882773662355
"2576","captain",129,0.000732097658422528,0.000606537750609042,1.20701087061342
"114","account",884,0.00501685527167066,0.00416144173146699,1.20555701494879
"17065","third",179,0.00101585644075684,0.000842807789731353,1.20532398149838
"7395","gospel",175,0.000993155738170096,0.000826110260464759,1.20220724242229
"1248","author",319,0.00181038103129292,0.00151363102801678,1.19605174430452
"3020","chief",100,0.000567517564668626,0.000478801651719595,1.18528739955347
"4040","countri",232,0.00131664075003121,0.00111289032561852,1.18308221369384
"10954","memori",218,0.00123718829097761,0.00104943971440546,1.17890363209526
"11349","month",109,0.000618594145488803,0.000526389610129389,1.1751640488055
"10635","mari",187,0.00106125784593033,0.000905006086249418,1.1726527169872
"5122","doctrin",142,0.00080587494182945,0.00068877308224702,1.17001515099923
"17136","thursday",181,0.00102720679205021,0.000879542354117861,1.16788780806406
"17533","truth",103,0.000584543091608685,0.000500925877997833,1.16692532225539
"15726","short",299,0.00169687751835919,0.00145852918143702,1.16341691339171
"17546","tuesday",155,0.000879652225236371,0.000771425852116662,1.14029394117757
"3537","command",164,0.000930728806056547,0.000819431248758121,1.13582293507491
"12393","oxford",121,0.000686696253249038,0.000605702874145713,1.13371800359633
"9898","letter",1255,0.00712234543659126,0.00630373473637106,1.12986122266488
"10188","london",623,0.00353563442788554,0.0031349611198031,1.12780806292985
"6928","friend",296,0.00167985199141913,0.00149150680173855,1.12627846514749
"9322","june",195,0.00110665925110382,0.000990998361972379,1.11671148366103
"13438","practic",281,0.00159472435671884,0.00143181313461047,1.11377966731161
"1204","august",125,0.000709396955835783,0.000639515370910566,1.10927272135104
"6166","execut",126,0.000715072131482469,0.000647864135543864,1.10373779354554
"7415","govern",170,0.000964779859936665,0.00088204698350785,1.0937964507285
"12499","paper",133,0.000754798361009273,0.000691695149868674,1.09122980138372
"8328","honour",1026,0.00582273021350011,0.00534613143293187,1.08914834708934
"14290","receiv",103,0.000584543091608685,0.00053849531884767,1.08551192767943
"1802","bill",452,0.00256517939230219,0.0023652050206131,1.08454843024021
"5415","duti",328,0.00186145761211309,0.00172193270561755,1.08102808317675
"9686","late",981,0.00556734730939923,0.00515619703752436,1.07973905358595
"1988","book",567,0.00321782459167111,0.00298343104170876,1.07856509726067
"14495","remark",324,0.00183875690952635,0.00170773980574094,1.07671959354989
"13670","print",290,0.00164580093753902,0.001540764513075,1.06817162750873
"12070","occas",205,0.00116341100757068,0.00108951378464529,1.06782587239083
"10616","march",251,0.00142446908731825,0.00133413258840089,1.06771178494758
"17162","time",287,0.00162877541059896,0.00152991111905171,1.06462093798529
"3858","continu",164,0.000930728806056547,0.000880794668812856,1.05669214291566
"14901","royal",296,0.00167985199141913,0.0015941966067281,1.05372949881435
"17405","treatis",212,0.00120313723709749,0.00114503306945671,1.05074453235516
"17101","thousand",144,0.000817225293122822,0.000783948999066608,1.04244701389482
"13231","poem",379,0.00215089157009409,0.00206631924674106,1.04092897236786
"11633","near",160,0.000908028103469802,0.000872445904179559,1.04078441897633
"12809","peopl",229,0.00129961522309115,0.00124897518914126,1.04054526814477
"12875","person",287,0.00162877541059896,0.00157082006575487,1.03689496085997
"878","april",199,0.00112935995369057,0.00109076609934028,1.03538233758239
"5679","elizabeth",102,0.000578867915961999,0.000560202106894243,1.03331977662712
"13709","proceed",221,0.00125421381791766,0.00121516269237641,1.03213654088152
"1873","blank",159,0.000902352927823116,0.000874950533569548,1.03131879255136
"18671","wife",180,0.00102153161640353,0.00100185175599567,1.01964348546588
"3087","christ",281,0.00159472435671884,0.00158167345977816,1.00825132195271
"15572","servic",107,0.00060724379419543,0.000602780806524059,1.00740399764403
"9040","ireland",354,0.00200901217892694,0.00199702450028469,1.00600276994125
"11053","method",146,0.000828575644416195,0.0008244405075381,1.00501568862797
"4934","direct",129,0.000732097658422528,0.000730934343645171,1.00159154483227
"18479","wednesday",156,0.000885327400883057,0.000884551612897839,1.0008770409481
"4521","decemb",164,0.000930728806056547,0.000932139571307634,0.998486530027786
"11735","newengland",116,0.000658320375015607,0.000660387282493809,0.996870158567564
"2935","charl",233,0.0013223159256779,0.00133663721779088,0.989285580318755
"13902","psalm",171,0.000970455035583351,0.000982649597339082,0.987590121861595
"3921","copi",177,0.00100450608946347,0.00102105391465225,0.983793387448678
"9200","jesus",114,0.000646970023722234,0.000661639597188804,0.977828452938884
"9575","ladi",253,0.00143581943861162,0.00146980001369197,0.976880817278676
"18692","william",690,0.00391587119621352,0.00404038464428419,0.969182773663194
"15598","seven",125,0.000709396955835783,0.000734691287730155,0.965571482448745
"10082","list",211,0.0011974620614508,0.0012485577509096,0.959076230617629
"9313","juli",146,0.000828575644416195,0.00086827152186291,0.954281723577037
"15704","ship",149,0.000845601171356253,0.000886638804056164,0.953715501157661
"13874","provinc",192,0.00108963372416376,0.00114920745177336,0.948161032616288
"5636","elect",121,0.000686696253249038,0.000724672770170198,0.94759494425016
"3573","common",705,0.00400099883091382,0.00423783292786166,0.944114338394329
"6008","essay",333,0.00188983349034653,0.00200579070314965,0.942188777412796
"3843","contain",259,0.00146987049249174,0.00156831543636488,0.937228862516766
"9151","januari",185,0.00104990749463696,0.00112082165202015,0.936730203904094
"10216","lord",1501,0.00851843864567608,0.00909973601206229,0.936119315371824
"12091","octob",133,0.000754798361009273,0.000809830169429829,0.932045247882896
"11272","modern",120,0.000681021077602352,0.000731351781876836,0.931181265265639
"3029","children",160,0.000908028103469802,0.000978892653254098,0.927607435249694
"3213","citi",386,0.0021906177996209,0.00237564097640472,0.922116524078552
"12123","offic",255,0.001447169789905,0.00157123750398654,0.921038217477146
"17368","translat",177,0.00100450608946347,0.00109577535812026,0.916708047885511
"14717","richard",166,0.00094207915734992,0.00102940267928555,0.915170687144284
"15315","scriptur",108,0.000612918969842117,0.000671240676517096,0.913113569073918
"6446","februari",141,0.000800199766182763,0.000892065501067807,0.897019070040171
"12632","pass",208,0.00118043653451074,0.00132286175614594,0.892335521097726
"9255","joseph",108,0.000612918969842117,0.000688355644015355,0.890410320843457
"189","address",370,0.00209981498927392,0.00237689329109972,0.883428379867402
"9623","land",273,0.00154932295154535,0.00177536479927065,0.872678647330305
"9993","life",422,0.0023949241229016,0.00275384001429308,0.869667123170329
"12276","origin",178,0.00101018126511016,0.0011629829134183,0.868612301569398
"5533","edinburgh",220,0.00124853864227098,0.00143849214631711,0.867949571686951
"16937","testament",121,0.000686696253249038,0.000805655787113181,0.852344467988745
"13504","preach",302,0.00171390304529925,0.00201497434424628,0.85058306086788
"8201","histori",624,0.00354130960353223,0.00417646950780693,0.847919420197509
"7184","gentlemen",126,0.000715072131482469,0.000847399610279667,0.843842884523483
"7181","gentleman",171,0.000970455035583351,0.00116173059872331,0.835352909400717
"8200","histor",106,0.000601568618548744,0.000725925084865193,0.828692424453768
"9226","john",959,0.00544249344517213,0.00657715677811154,0.827484219820406
"15101","samuel",102,0.000578867915961999,0.000700878790965301,0.825917296148654
"8465","hundr",126,0.000715072131482469,0.000868688960094575,0.823162448622139
"14456","reign",169,0.000959104684289979,0.00117258399274659,0.817941137029704
"8927","instruct",119,0.000675345901955665,0.000826945136928089,0.816675583176437
"153","act",233,0.0013223159256779,0.00162466959763964,0.813898362841894
"2462","call",236,0.00133934145261796,0.00165764721794116,0.807977377889521
"8988","intitul",125,0.000709396955835783,0.000878290039422867,0.807702380755605
"465","almanack",178,0.00101018126511016,0.00125774139200622,0.803170883562012
"864","appoint",132,0.000749123185362587,0.000935061638929288,0.801148452866045
"4732","descript",118,0.000669670726308979,0.00083905084564637,0.798128897412758
"3603","compani",221,0.00125421381791766,0.00157833395392484,0.794644133960887
"12603","particular",151,0.000856951522649626,0.00108450452586531,0.790177912780842
"2920","charg",110,0.000624269321135489,0.000791462887236576,0.788753751063617
"13667","principl",109,0.000618594145488803,0.000799394213638208,0.773828650414485
"3465","collect",372,0.00211116534056729,0.00273171578801485,0.772834915634282
"17078","thoma",365,0.00207143911104049,0.00268496270606838,0.771496418314769
"17782","univers",154,0.000873977049589685,0.00113960637244507,0.766911339495701
"5920","epistl",102,0.000578867915961999,0.000760572458093376,0.761095027570576
"14933","rule",112,0.000635619672428862,0.000845729857353008,0.751563477276591
"11608","natur",238,0.00135069180391133,0.00181543886951048,0.744002911139352
"15949","societi",254,0.00144149461425831,0.00194860166541157,0.739758484171186
"9134","jame",387,0.00219629297526758,0.00299511931219537,0.733290645993577
"2194","britain",216,0.00122583793968423,0.00167476218543942,0.731947467134028
"9737","law",180,0.00102153161640353,0.00139841807607728,0.730490855259134
"166","ad",102,0.000578867915961999,0.000811082484124824,0.713697962034787
"4582","defend",108,0.000612918969842117,0.000871611027716229,0.703202403769569
"10950","memoir",108,0.000612918969842117,0.000889143433446153,0.689336440878338
"3563","commission",252,0.00143014426296494,0.00209679223765259,0.682062932742453
"845","appel",355,0.00201468735457362,0.00297090789475881,0.678138611475595
"16462","subject",183,0.00103855714334359,0.00153450293960003,0.676803619297262
"4056","court",338,0.00191820936857996,0.00287907148379254,0.666259722753788
"7483","grant",113,0.000641294848075548,0.000964699753377493,0.664761078076699
"12048","observ",236,0.00133934145261796,0.0020646494938144,0.648701610917769
"13942","publish",149,0.000845601171356253,0.00130616422687935,0.647392689184683
"14603","respond",320,0.0018160562069396,0.00285360775166099,0.636407090596996
"18140","view",101,0.000573192740315313,0.000930469818380974,0.616025075711401
"4451","david",131,0.000743448009715901,0.001233112536338,0.602903618126967
"17304","town",155,0.000879652225236371,0.00148900217234856,0.590766247069286
"7208","georg",283,0.00160607470801221,0.00276511084654804,0.580835560359989
"12912","petit",267,0.00151527189766523,0.00265407227692518,0.570923373428518
"10992","merchant",164,0.000930728806056547,0.00164094968867457,0.567189117667781
"17845","unto",158,0.00089667775217643,0.00158584784209481,0.565424833565353
"4035","counti",445,0.00252545316277539,0.00476547485268605,0.529947852175093
"14782","robert",151,0.000856951522649626,0.00165138564446619,0.51892877083029
"1184","auction",100,0.000567517564668626,0.00110704619037521,0.512641269716378
"15972","sold",166,0.00094207915734992,0.00188181154834519,0.50062353915213
"16025","song",178,0.00101018126511016,0.00210514100228589,0.479863944511668
"2214","british",100,0.000567517564668626,0.00118802920731819,0.477696643460237
"4017","council",173,0.000981805386876724,0.00228422200367012,0.429820475111102
"10745","master",127,0.000720747307129156,0.00190727528047675,0.377893697101236
"2710","catalogu",144,0.000817225293122822,0.00241905455249787,0.337828385175924
"15587","session",142,0.00080587494182945,0.00245912862273769,0.327707519801175
"12539","parish",126,0.000715072131482469,0.00218361938983889,0.327471048668069
"2765","caus",100,0.000567517564668626,0.00177369504634399,0.3199634378178
