"","token","count","frequency","general_frequency","relative_frequency"
"3726","compani",356,0.00211877016105034,0.00157833395392484,1.34240928909981
"14119","propos",290,0.00172596445703539,0.00129447595639273,1.33333064126202
"14761","religion",273,0.00162478723024366,0.00121891963646139,1.33297321795597
"16360","speech",340,0.00202354453583459,0.00152782392789339,1.32446186951969
"12968","particular",241,0.00143433597981217,0.00108450452586531,1.32257260859998
"751","answer",581,0.00345788051564676,0.00262610391540364,1.31673407718722
"716","anno",143,0.000851079025365726,0.000646611820848869,1.31621321776709
"13941","prevent",163,0.000970111056885408,0.000739700546510133,1.31149160489652
"17781","tune",108,0.000642772970206283,0.000491742236901206,1.30713394533043
"9741","king",687,0.00408875028270107,0.00314539707559472,1.29991545882263
"2056","book",647,0.00385068621966171,0.00298343104170876,1.29069053912378
"7659","grace",189,0.00112485269786099,0.000872028465947894,1.28992658128228
"3198","christ",339,0.00201759293425861,0.00158167345977816,1.2756064924688
"17298","thoma",575,0.00342217090619086,0.00268496270606838,1.27456925135544
"9460","john",1406,0.00836795181583364,0.00657715677811154,1.27227495073278
"14750","relat",401,0.00238659223196962,0.00188014179541853,1.26936821349602
"6503","faith",202,0.00120222351834879,0.000955098674049201,1.25874273623675
"9975","late",1090,0.00648724571782267,0.00515619703752436,1.25814542590432
"13994","print",322,0.00191641570746688,0.001540764513075,1.24380831152592
"9858","ladi",305,0.00181523848067515,0.00146980001369197,1.23502412829312
"17747","truste",174,0.00103557867422123,0.000843225227963018,1.22811633224362
"16396","spiritu",147,0.000874885431669662,0.000712984499683582,1.22707496734912
"10405","live",122,0.00072609539227006,0.000592344850732437,1.2257984371304
"4453","curious",112,0.000666579376510219,0.000544756892322643,1.22362724713435
"3207","christian",539,0.00320791324945543,0.00263069573595195,1.2194162957027
"15032","river",113,0.000672530978086203,0.000552270780492611,1.21775585788972
"1814","bibl",106,0.000630869767054314,0.000519293160191087,1.21486246193224
"11319","memori",212,0.00126173953410863,0.00104943971440546,1.2022982519043
"12928","parliament",628,0.00373760578971801,0.00311033226413488,1.20167412106295
"10576","love",197,0.00117246551046887,0.000977640338559103,1.19928102823264
"265","advic",142,0.000845127423789742,0.000707975240903603,1.19372454707751
"3257","church",744,0.00442799157253217,0.0037135305088906,1.19239402017327
"14157","protest",153,0.000910595041125567,0.000763911963946695,1.19201568256772
"3998","continu",176,0.0010474818773732,0.000880794668812856,1.1892463867714
"2260","brief",105,0.00062491816547833,0.000526807048361054,1.18623729014733
"11538","minist",252,0.00149980359714799,0.00127026453895617,1.18070177600994
"17564","tragedi",118,0.000702288985966123,0.000594849480122426,1.18061628938733
"3054","charl",265,0.00157717441763579,0.00133663721779088,1.17995698207659
"1268","author",300,0.00178548047279523,0.00151363102801678,1.17960086688672
"7365","gentleman",229,0.00136291676090036,0.00116173059872331,1.1731779832589
"18872","william",796,0.00473747485448334,0.00404038464428419,1.17253065526454
"9581","justic",151,0.000898691837973599,0.000772260728579992,1.16371557521264
"6314","excel",282,0.00167835164442752,0.00144642347271874,1.16034596788784
"13225","person",306,0.00182119008225113,0.00157082006575487,1.15938809412646
"10278","life",535,0.00318410684315149,0.00275384001429308,1.15624249289182
"621","andrew",113,0.000672530978086203,0.000586918153720794,1.14586842104417
"7609","gospel",159,0.000946304650581471,0.000826110260464759,1.14549436784515
"14200","psalm",189,0.00112485269786099,0.000982649597339082,1.14471394575135
"17630","treatis",220,0.0013093523467165,0.00114503306945671,1.14350614112635
"19048","writer",114,0.000678482579662187,0.000596101794817421,1.13819918940187
"15807","session",470,0.00279725274071253,0.00245912862273769,1.13749753260096
"10499","london",599,0.00356500934401447,0.0031349611198031,1.13717816833351
"15789","sermon",895,0.00532668341050577,0.00469743242092468,1.13395636875543
"5633","duti",328,0.00195212531692278,0.00172193270561755,1.1336826988385
"6016","england",583,0.00346978371879873,0.00306650124981007,1.13151224673841
"5664","earl",295,0.00175572246491531,0.00155871435703659,1.12639141160749
"17596","translat",207,0.00123198152622871,0.00109577535812026,1.12430117824707
"15351","samuel",132,0.000785611408029901,0.000700878790965301,1.12089482255256
"17547","trade",191,0.00113675590101296,0.00101562721764061,1.11926490474896
"17275","third",158,0.000940353049005487,0.000842807789731353,1.11573844055858
"13838","prayer",209,0.00124388472938068,0.00111581239324017,1.11477945299442
"13069","peac",155,0.000922498244277535,0.000828197451623083,1.11386269357584
"14774","remark",319,0.00189856090273893,0.00170773980574094,1.11173897590048
"3032","charact",140,0.000833224220637774,0.000750136502301754,1.11076346515743
"5984","enabl",107,0.000636821368630298,0.000574395006770848,1.10868193686154
"8559","honour",991,0.00589803716180024,0.00534613143293187,1.10323459791293
"5761","edinburgh",266,0.00158312601921177,0.00143849214631711,1.10054547274725
"5864","elect",134,0.000797514611181869,0.000724672770170198,1.10051687328415
"609","ancient",107,0.000636821368630298,0.000579404265550826,1.09909679043334
"13774","practic",264,0.0015712228160598,0.00143181313461047,1.09736583502376
"7384","georg",509,0.00302936520217591,0.00276511084654804,1.09556736430938
"4166","council",418,0.00248776945876135,0.00228422200367012,1.08911018927416
"14362","queen",160,0.000952256252157456,0.000874533095337883,1.0888738885171
"12036","navig",105,0.00062491816547833,0.000576482197929172,1.08401988426208
"225","administr",104,0.000618966563902346,0.000571472939149194,1.08310739056841
"13159","peopl",227,0.00135101355774839,0.00124897518914126,1.08169767461697
"12649","origin",211,0.00125578793253264,0.0011629829134183,1.07979912520087
"19019","world",140,0.000833224220637774,0.000772260728579992,1.07894159291238
"13484","plain",118,0.000702288985966123,0.000652455956092177,1.07637761508442
"5121","direct",132,0.000785611408029901,0.000730934343645171,1.07480434441219
"9493","journal",172,0.00102367547106926,0.000953846359354206,1.07320792392848
"13251","peter",101,0.000601111759174394,0.000563959050979227,1.06587837916717
"9362","jame",536,0.00319005844472748,0.00299511931219537,1.06508559833939
"15566","scriptur",120,0.000714192189118092,0.000671240676517096,1.06398824460976
"8441","histori",746,0.00443989477568414,0.00417646950780693,1.0630736720057
"14176","provinc",205,0.00122007832307674,0.00114920745177336,1.06166934542063
"5805","effectu",126,0.000749901798573996,0.000708810117366933,1.05797276336815
"10534","lord",1610,0.0095820785373344,0.00909973601206229,1.05300621079916
"12985","pass",234,0.00139267476878028,0.00132286175614594,1.05277423155518
"10198","letter",1115,0.00663603575722227,0.00630373473637106,1.05271494356098
"3933","consider",206,0.00122602992465272,0.00116548754280829,1.05194597078108
"3318","citi",417,0.00248181785718537,0.00237564097640472,1.04469399283613
"9023","inform",164,0.000976062658461392,0.000940070897709266,1.03828621951794
"11358","merchant",286,0.00170215805073145,0.00164094968867457,1.03730057202809
"10256","librari",144,0.00085703062694171,0.000829032328086413,1.03377226424924
"11644","modern",127,0.00075585340014998,0.000731351781876836,1.03350182344571
"5023","dialogu",103,0.000613014962326362,0.000593597165427432,1.03271207820702
"6199","essay",348,0.00207115734844247,0.00200579070314965,1.03258896613199
"4183","countri",193,0.00114865910416493,0.00111289032561852,1.03214043443727
"16205","sold",326,0.00194022211377082,0.00188181154834519,1.03103954031794
"404","alexand",207,0.00123198152622871,0.00119846516310981,1.02796607206498
"12019","natur",312,0.00185689969170704,0.00181543886951048,1.02283790597022
"12155","newengland",113,0.000672530978086203,0.000660387282493809,1.0183887484122
"6403","explain",107,0.000636821368630298,0.000625322471033961,1.0183887484122
"14734","reign",200,0.00119032031519682,0.00117258399274659,1.0151258439139
"3393","clergi",113,0.000672530978086203,0.000662891911883799,1.01454093198243
"158","act",276,0.00164264203497161,0.00162466959763964,1.01106221065384
"5317","doctrin",117,0.000696337384390139,0.00068877308224702,1.01098228478738
"18218","vers",106,0.000630869767054314,0.000630749168045604,1.00019119963183
"2279","britain",281,0.00167240004285153,0.00167476218543942,0.998589565367295
"3564","collect",457,0.00271988192022473,0.00273171578801485,0.995667972546033
"10021","law",233,0.00138672316720429,0.00139841807607728,0.991637043976295
"15541","scotland",247,0.00147004558926807,0.00148441035180024,0.990322916763043
"4048","copi",169,0.00100582066634131,0.00102105391465225,0.985080858030768
"10854","majesti",876,0.00521360298056207,0.00531315381263035,0.981263325779949
"17958","univers",187,0.00111294949470903,0.00113960637244507,0.976608697195287
"12012","nation",152,0.000904643439549583,0.00092754775075932,0.975306596139134
"4646","david",202,0.00120222351834879,0.001233112536338,0.974950365778502
"12865","paper",112,0.000666579376510219,0.000691695149868674,0.963689533802249
"1111","assembl",363,0.00216043137208223,0.0022428956187353,0.963233132222369
"8258","henri",186,0.00110699789313304,0.00115212951939502,0.960827645241074
"13653","poor",169,0.00100582066634131,0.00104693508501547,0.960728779403214
"9485","joseph",111,0.000660627774934235,0.000688355644015355,0.959718687102823
"9377","januari",180,0.00107128828367714,0.00112082165202015,0.955806199627091
"126","account",668,0.00397566985275738,0.00416144173146699,0.955358769701161
"7100","friend",236,0.00140457797193225,0.00149150680173855,0.94171744325606
"3042","charg",125,0.000743950196998012,0.000791462887236576,0.93996851778552
"15954","short",230,0.00136886836247634,0.00145852918143702,0.938526551198419
"6306","examin",101,0.000601111759174394,0.000643689753227215,0.933853236222339
"3979","contain",246,0.00146409398769209,0.00156831543636488,0.933545608073359
"6019","english",387,0.00230326980990585,0.00250128988413584,0.920832816905422
"2849","catalogu",369,0.00219614098153813,0.00241905455249787,0.90785095328687
"7024","franc",162,0.000964159455309424,0.00106405005251373,0.906122275950908
"11690","monday",131,0.000779659806453917,0.000862009948387937,0.904467295199986
"17391","time",231,0.00137481996405233,0.00152991111905171,0.898627343073683
"171","ad",122,0.00072609539227006,0.000811082484124824,0.895217695464763
"10362","list",187,0.00111294949470903,0.0012485577509096,0.891388078683762
"12469","octob",121,0.000720143790694076,0.000809830169429829,0.8892528555723
"1845","bill",351,0.00208901215317042,0.0023652050206131,0.883226669554808
"15296","sale",112,0.000666579376510219,0.000757232952240057,0.88028310777857
"17357","thursday",130,0.000773708204877933,0.000879542354117861,0.879671344143427
"18629","wednesday",130,0.000773708204877933,0.000884551612897839,0.874689722562624
"3727","companion",113,0.000672530978086203,0.000769756099190003,0.873693600861224
"3145","children",143,0.000851079025365726,0.000978892653254098,0.869430394166831
"7723","grant",140,0.000833224220637774,0.000964699753377493,0.863713520938082
"15172","royal",231,0.00137481996405233,0.0015941966067281,0.862390471946857
"2595","call",240,0.00142838437823618,0.00165764721794116,0.861693828925959
"9206","intitul",127,0.00075585340014998,0.000878290039422867,0.860596575416772
"258","adventur",109,0.000648724571782267,0.000755980637545062,0.858123263432918
"10923","manner",104,0.000618966563902346,0.000722585579011874,0.856599663598013
"14838","repres",110,0.000654676173358251,0.000765581716873354,0.855135590269784
"17762","tuesday",110,0.000654676173358251,0.000771425852116662,0.848657290343498
"14044","proclam",152,0.000904643439549583,0.00106780699659871,0.84719752018028
"10251","liberti",124,0.000737998595422028,0.000872028465947894,0.846301037455038
"11315","memoir",126,0.000749901798573996,0.000889143433446153,0.843398005727285
"12363","novemb",134,0.000797514611181869,0.000950924291732552,0.838673086927692
"7650","govern",124,0.000737998595422028,0.00088204698350785,0.836688531587116
"537","amend",118,0.000702288985966123,0.00085366118375464,0.822678832458167
"8646","hous",537,0.00319601004630346,0.0039523051774029,0.808644551179014
"13841","preach",271,0.00161288402709169,0.00201497434424628,0.800448914745365
"4769","defend",112,0.000666579376510219,0.000871611027716229,0.764767029458968
"18430","volum",110,0.000654676173358251,0.000859087880766283,0.762059607655386
"15199","rule",108,0.000642772970206283,0.000845729857353008,0.760021612832795
"12497","offic",200,0.00119032031519682,0.00157123750398654,0.757568675758277
"4718","decemb",118,0.000702288985966123,0.000932139571307634,0.753416127351971
"9134","instruct",104,0.000618966563902346,0.000826945136928089,0.748497737348894
"468","almanack",158,0.000940353049005487,0.00125774139200622,0.74765214453627
"12047","near",109,0.000648724571782267,0.000872445904179559,0.743569966544026
"8912","improv",121,0.000720143790694076,0.00097304851801079,0.740090321668924
"14238","publish",162,0.000964159455309424,0.00130616422687935,0.738160972003472
"12906","parish",270,0.00160693242551571,0.00218361938983889,0.735903167462838
"18301","view",115,0.000684434181238171,0.000930469818380974,0.735579131872426
"14036","proceed",149,0.00088678863482163,0.00121516269237641,0.729769470693179
"4208","court",353,0.00210091535632239,0.00287907148379254,0.729719761440203
"4178","counti",577,0.00343407410934282,0.00476547485268605,0.720615303930776
"3689","common",495,0.00294604278011213,0.00423783292786166,0.695176716557972
"12430","observ",240,0.00142838437823618,0.0020646494938144,0.691828992047106
"10964","march",154,0.000916546642701551,0.00133413258840089,0.686998166951408
"16741","subject",177,0.00105343347894919,0.00153450293960003,0.686498182417145
"7081","french",160,0.000952256252157456,0.00139257394083397,0.683810190780373
"17528","town",171,0.00101772386949328,0.00148900217234856,0.683493878244688
"9554","june",110,0.000654676173358251,0.000990998361972379,0.660622861227795
"880","appoint",100,0.00059516015759841,0.000935061638929288,0.636492967757624
"4712","deceas",128,0.000761805001725964,0.00120013491603647,0.63476613466249
"7651","governor",111,0.000660627774934235,0.00104526533208881,0.632019215268592
"16184","societi",204,0.00121412672150076,0.00194860166541157,0.623075892344738
"904","april",112,0.000666579376510219,0.00109076609934028,0.611111196904067
"2300","british",119,0.000708240587542108,0.00118802920731819,0.596147454270809
"9905","land",169,0.00100582066634131,0.00177536479927065,0.566543093990891
"6894","follow",107,0.000636821368630298,0.00115672133994333,0.55054000184824
"3682","commission",169,0.00100582066634131,0.00209679223765259,0.479694958937539
"14834","report",119,0.000708240587542108,0.0015169705338701,0.466878275964425
"16250","song",145,0.000862982228517694,0.00210514100228589,0.409940344889304
"192","address",158,0.000940353049005487,0.00237689329109972,0.395622745256021
"11085","master",114,0.000678482579662187,0.00190727528047675,0.355733955453243
